('1235603336.013237', '1235603336.14752')
('1235604344.26309', '1235604344.25996')
('1235604344.296475', '1235604344.299029')
('1235604344.329736', '1235604344.330285')
('1235604344.363114', '1235604344.369354')
('1235604344.396369', '1235604344.392795')
('1235604344.429753', '1235604344.431864')
('1235604344.463012', '1235604344.463119')
('1235604344.496396', '1235604344.494374')
('1235604344.529651', '1235604344.533443')
('1235604344.563034', '1235604344.564698')
('1235604344.596291', '1235604344.595954')
('1235604344.629674', '1235604344.627209')
('1235604344.66293', '1235604344.65065')
('1235604344.696316', '1235604344.697533')
('1235604344.7297', '1235604344.009919')
('1235604344.762957', '1235604344.760043')
('1235604344.796338', '1235604344.799112')
('1235604344.829588', '1235604344.830368')
('1235604344.862972', '1235604344.861623')
('1235604344.896229', '1235604344.892878')
('1235604344.929609', '1235604344.931947')
('1235604344.962867', '1235604344.963202')
('1235604344.99625', '1235604344.97883')
('1235604345.029507', '1235604345.26794')
('1235604345.062901', '1235604345.064781')
('1235604345.096144', '1235604345.096036')
('1235604345.129528', '1235604345.127292')
('1235604345.162787', '1235604345.166361')
('1235604345.196169', '1235604345.197616')
('1235604345.229428', '1235604345.228871')
('1235604345.26281', '1235604345.26794')
('1235604345.296259', '1235604345.299195')
('1235604345.329452', '1235604345.322637')
('1235604345.362833', '1235604345.361706')
('1235604345.39609', '1235604345.43203')
('1235604345.429472', '1235604345.424216')
('1235604345.462726', '1235604345.463285')
('1235604345.496111', '1235604345.502354')
('1235604345.529366', '1235604345.525795')
('1235604345.562752', '1235604345.564864')
('1235604345.596007', '1235604345.596119')
('1235604345.629392', '1235604345.627375')
('1235604345.662648', '1235604345.666444')
('1235604345.696032', '1235604345.697699')
('1235604345.729288', '1235604345.728954')
('1235604345.762673', '1235604345.760209')
('1235604345.796053', '1235604345.799278')
('1235604345.829314', '1235604345.830533')
('1235604345.862694', '1235604345.861789')
('1235604345.895954', '1235604345.893044')
('1235604345.929327', '1235604345.932113')
('1235604345.962586', '1235604345.963368')
('1235604345.995966', '1235604345.994623')
('1235604346.029226', '1235604346.27592')
('1235604346.062606', '1235604346.62754')
('1235604346.095866', '1235604346.95572')
('1235604346.129247', '1235604346.127457')
('1235604346.162506', '1235604346.158713')
('1235604346.195887', '1235604346.197782')
('1235604346.229147', '1235604346.229037')
('1235604346.262526', '1235604346.260292')
('1235604346.295912', '1235604346.299361')
('1235604346.329172', '1235604346.330616')
('1235604346.362558', '1235604346.361871')
('1235604346.395813', '1235604346.393126')
('1235604346.429196', '1235604346.432195')
('1235604346.462454', '1235604346.463451')
('1235604346.495833', '1235604346.494706')
('1235604346.529089', '1235604346.525961')
('1235604346.562477', '1235604346.557216')
('1235604346.595732', '1235604346.596285')
('1235604346.629117', '1235604346.635354')
('1235604346.66238', '1235604346.064947')
('1235604346.695758', '1235604346.697865')
('1235604346.729014', '1235604346.721306')
('1235604346.762401', '1235604346.760375')
('1235604346.795784', '1235604346.799444')
('1235604346.829039', '1235604346.830699')
('1235604346.862427', '1235604346.861954')
('1235604346.895676', '1235604346.893209')
('1235604346.929065', '1235604346.932278')
('1235604346.962321', '1235604346.963534')
('1235604346.995704', '1235604346.994789')
('1235604347.02895', '1235604347.002603')
('1235604347.062333', '1235604347.63552')
('1235604347.095595', '1235604347.096368')
('1235604347.12897', '1235604347.010416')
('1235604347.162229', '1235604347.158879')
('1235604347.19562', '1235604347.18232')
('1235604347.228876', '1235604347.229203')
('1235604347.262256', '1235604347.260458')
('1235604347.295512', '1235604347.291713')
('1235604347.328893', '1235604347.330782')
('1235604347.36228', '1235604347.34641')
('1235604347.395538', '1235604347.393292')
('1235604347.428918', '1235604347.432361')
('1235604347.462175', '1235604347.463617')
('1235604347.495557', '1235604347.494872')
('1235604347.528814', '1235604347.526127')
('1235604347.562197', '1235604347.565196')
('1235604347.59545', '1235604347.57301')
('1235604347.628836', '1235604347.627706')
('1235604347.662097', '1235604347.658961')
('1235604347.695477', '1235604347.690217')
('1235604347.728735', '1235604347.729285')
('1235604347.762119', '1235604347.760541')
('1235604347.795374', '1235604347.791796')
('1235604347.828758', '1235604347.830865')
('1235604347.862141', '1235604347.869934')
('1235604347.895399', '1235604347.893375')
('1235604347.928781', '1235604347.932444')
('1235604347.96204', '1235604347.096368')
('1235604347.995431', '1235604347.994955')
('1235604348.028687', '1235604348.31532')
('1235604348.062063', '1235604348.065279')
('1235604348.09532', '1235604348.08872')
('1235604348.128695', '1235604348.127789')
('1235604348.162154', '1235604348.159044')
('1235604348.195334', '1235604348.198113')
('1235604348.228594', '1235604348.229368')
('1235604348.261971', '1235604348.260624')
('1235604348.295232', '1235604348.291879')
('1235604348.328612', '1235604348.330948')
('1235604348.361996', '1235604348.362203')
('1235604348.395252', '1235604348.393458')
('1235604348.428637', '1235604348.432527')
('1235604348.461893', '1235604348.463782')
('1235604348.49528', '1235604348.049651')
('1235604348.528535', '1235604348.526293')
('1235604348.561918', '1235604348.565362')
('1235604348.595177', '1235604348.596617')
('1235604348.628559', '1235604348.627872')
('1235604348.661817', '1235604348.659127')
('1235604348.695198', '1235604348.698196')
('1235604348.728452', '1235604348.729451')
('1235604348.761838', '1235604348.760706')
('1235604348.795098', '1235604348.791962')
('1235604348.82848', '1235604348.080906')
('1235604348.861864', '1235604348.862286')
('1235604348.896', '1235604348.1903')
('1235604348.928503', '1235604348.924796')
('1235604348.961759', '1235604348.963865')
('1235604348.995142', '1235604348.987307')
('1235604349.028402', '1235604349.026376')
('1235604349.061785', '1235604349.61241')
('1235604349.095042', '1235604349.94059')
('1235604349.128426', '1235604349.127955')
('1235604349.161686', '1235604349.167024')
('1235604349.195067', '1235604349.198279')
('1235604349.228317', '1235604349.229534')
('1235604349.261702', '1235604349.260789')
('1235604349.294959', '1235604349.292045')
('1235604349.328339', '1235604349.331114')
('1235604349.361723', '1235604349.362369')
('1235604349.394978', '1235604349.393624')
('1235604349.428361', '1235604349.424879')
('1235604349.461636', '1235604349.463948')
('1235604349.495002', '1235604349.495203')
('1235604349.528261', '1235604349.526459')
('1235604349.561672', '1235604349.565527')
('1235604349.5949', '1235604349.5499')
('1235604349.628283', '1235604349.628038')
('1235604349.661543', '1235604349.659293')
('1235604349.694924', '1235604349.698362')
('1235604349.728183', '1235604349.729617')
('1235604349.761565', '1235604349.760872')
('1235604349.794823', '1235604349.792128')
('1235604349.828206', '1235604349.831197')
('1235604349.86146', '1235604349.83901')
('1235604349.894845', '1235604349.893707')
('1235604349.928226', '1235604349.924962')
('1235604349.961482', '1235604349.964031')
('1235604349.994866', '1235604349.995286')
('1235604350.028123', '1235604350.29221')
('1235604350.061504', '1235604350.62039')
('1235604350.094762', '1235604350.096866')
('1235604350.128141', '1235604350.128121')
('1235604350.161406', '1235604350.159376')
('1235604350.194782', '1235604350.198445')
('1235604350.228042', '1235604350.221886')
('1235604350.261423', '1235604350.260955')
('1235604350.294683', '1235604350.300024')
('1235604350.328061', '1235604350.323466')
('1235604350.361315', '1235604350.362535')
('1235604350.394695', '1235604350.401603')
('1235604350.42808', '1235604350.042169')
('1235604350.461335', '1235604350.464114')
('1235604350.49472', '1235604350.049983')
('1235604350.527976', '1235604350.526624')
('1235604350.56136', '1235604350.057796')
('1235604350.594616', '1235604350.596948')
('1235604350.628001', '1235604350.628204')
('1235604350.661257', '1235604350.659459')
('1235604350.69464', '1235604350.073424')
('1235604350.727897', '1235604350.729783')
('1235604350.761281', '1235604350.761038')
('1235604350.794537', '1235604350.792293')
('1235604350.828732', '1235604350.831362')
('1235604350.861182', '1235604350.862617')
('1235604350.894564', '1235604350.893873')
('1235604350.927943', '1235604350.925128')
('1235604350.961202', '1235604350.964197')
('1235604350.994582', '1235604350.995452')
('1235604351.027845', '1235604351.026707')
('1235604351.061223', '1235604351.62837')
('1235604351.094484', '1235604351.097031')
('1235604351.127863', '1235604351.128287')
('1235604351.161127', '1235604351.159542')
('1235604351.19451', '1235604351.018893')
('1235604351.227768', '1235604351.229866')
('1235604351.26115', '1235604351.026707')
('1235604351.294404', '1235604351.292376')
('1235604351.327784', '1235604351.331445')
('1235604351.361053', '1235604351.354887')
('1235604351.394428', '1235604351.393956')
('1235604351.427802', '1235604351.425211')
('1235604351.461093', '1235604351.456466')
('1235604351.495649', '1235604351.495535')
('1235604351.527702', '1235604351.534604')
('1235604351.561084', '1235604351.558045')
('1235604351.594345', '1235604351.597114')
('1235604351.627726', '1235604351.620556')
('1235604351.660982', '1235604351.659625')
('1235604351.694367', '1235604351.698694')
('1235604351.727623', '1235604351.729949')
('1235604351.761011', '1235604351.761204')
('1235604351.794271', '1235604351.792459')
('1235604351.829075', '1235604351.831528')
('1235604351.860901', '1235604351.862783')
('1235604351.894288', '1235604351.894038')
('1235604351.92755', '1235604351.91748')
('1235604351.96093', '1235604351.097031')
('1235604351.99431', '1235604351.97999')
('1235604352.02758', '1235604352.003432')
('1235604352.060952', '1235604352.59728')
('1235604352.094209', '1235604352.097197')
('1235604352.127599', '1235604352.128452')
('1235604352.160848', '1235604352.159708')
('1235604352.194235', '1235604352.190963')
('1235604352.227492', '1235604352.230032')
('1235604352.260872', '1235604352.261287')
('1235604352.294128', '1235604352.292542')
('1235604352.327513', '1235604352.323797')
('1235604352.360771', '1235604352.362866')
('1235604352.394154', '1235604352.394121')
('1235604352.427413', '1235604352.425377')
('1235604352.460791', '1235604352.464446')
('1235604352.494174', '1235604352.495701')
('1235604352.527423', '1235604352.526956')
('1235604352.560804', '1235604352.558211')
('1235604352.594065', '1235604352.589466')
('1235604352.627445', '1235604352.628535')
('1235604352.660704', '1235604352.659791')
('1235604352.694087', '1235604352.691046')
('1235604352.727344', '1235604352.730115')
('1235604352.760725', '1235604352.753556')
('1235604352.793981', '1235604352.792625')
('1235604352.827366', '1235604352.831694')
('1235604352.860621', '1235604352.862949')
('1235604352.894005', '1235604352.894204')
('1235604352.927262', '1235604352.925459')
('1235604352.960646', '1235604352.964529')
('1235604352.994026', '1235604352.995784')
('1235604353.027286', '1235604353.027039')
('1235604353.060668', '1235604353.60526')
('1235604353.093926', '1235604353.097363')
('1235604353.127307', '1235604353.128618')
('1235604353.160567', '1235604353.159873')
('1235604353.193948', '1235604353.191128')
('1235604353.227207', '1235604353.230197')
('1235604353.260588', '1235604353.261453')
('1235604353.293848', '1235604353.292708')
('1235604353.327228', '1235604353.323963')
('1235604353.360488', '1235604353.363032')
('1235604353.393869', '1235604353.394287')
('1235604353.427129', '1235604353.425542')
('1235604353.46051', '1235604353.44117')
('1235604353.493895', '1235604353.495867')
('1235604353.527152', '1235604353.527122')
('1235604353.560534', '1235604353.558377')
('1235604353.593798', '1235604353.597446')
('1235604353.627166', '1235604353.628701')
('1235604353.660422', '1235604353.659956')
('1235604353.693809', '1235604353.691211')
('1235604353.727066', '1235604353.722467')
('1235604353.760447', '1235604353.761536')
('1235604353.793707', '1235604353.792791')
('1235604353.827087', '1235604353.824046')
('1235604353.860343', '1235604353.863115')
('1235604353.893727', '1235604353.886556')
('1235604353.926989', '1235604353.925625')
('1235604353.96037', '1235604353.097363')
('1235604353.993624', '1235604353.988136')
('1235604354.027007', '1235604354.027205')
('1235604354.060397', '1235604354.57417')
('1235604354.093656', '1235604354.96486')
('1235604354.127032', '1235604354.128784')
('1235604354.160354', '1235604354.160039')
('1235604354.193676', '1235604354.191294')
('1235604354.226933', '1235604354.230363')
('1235604354.260317', '1235604354.261619')
('1235604354.293578', '1235604354.292874')
('1235604354.326959', '1235604354.324129')
('1235604354.36021', '1235604354.035018')
('1235604354.393594', '1235604354.394453')
('1235604354.426856', '1235604354.425708')
('1235604354.460236', '1235604354.456963')
('1235604354.493493', '1235604354.496032')
('1235604354.526879', '1235604354.527287')
('1235604354.560261', '1235604354.558543')
('1235604354.593518', '1235604354.589798')
('1235604354.626899', '1235604354.628867')
('1235604354.660155', '1235604354.660122')
('1235604354.693543', '1235604354.691377')
('1235604354.726791', '1235604354.730446')
('1235604354.760173', '1235604354.761701')
('1235604354.79343', '1235604354.80077')
('1235604354.826814', '1235604354.824212')
('1235604354.860068', '1235604354.863281')
('1235604354.893453', '1235604354.894536')
('1235604354.926708', '1235604354.925791')
('1235604354.960098', '1235604354.957046')
('1235604354.993349', '1235604354.996115')
('1235604355.02673', '1235604355.02737')
('1235604355.060115', '1235604355.058626')
('1235604355.093372', '1235604355.089881')
('1235604355.126754', '1235604355.121136')
('1235604355.160014', '1235604355.160205')
('1235604355.193395', '1235604355.199274')
('1235604355.227405', '1235604355.230529')
('1235604355.260033', '1235604355.261784')
('1235604355.293355', '1235604355.300853')
('1235604355.326675', '1235604355.324295')
('1235604355.359932', '1235604355.363364')
('1235604355.393315', '1235604355.394619')
('1235604355.426573', '1235604355.425874')
('1235604355.459952', '1235604355.457129')
('1235604355.493212', '1235604355.496198')
('1235604355.526592', '1235604355.527453')
('1235604355.559977', '1235604355.558708')
('1235604355.593232', '1235604355.589964')
('1235604355.626618', '1235604355.629033')
('1235604355.659873', '1235604355.660288')
('1235604355.693258', '1235604355.691543')
('1235604355.726513', '1235604355.722798')
('1235604355.759898', '1235604355.761867')
('1235604355.793154', '1235604355.793122')
('1235604355.826531', '1235604355.824378')
('1235604355.859787', '1235604355.863446')
('1235604355.893171', '1235604355.894702')
('1235604355.926427', '1235604355.925957')
('1235604355.959811', '1235604355.957212')
('1235604355.993067', '1235604355.996281')
('1235604356.026451', '1235604356.26195')
('1235604356.059832', '1235604356.59013')
('1235604356.093092', '1235604356.94175')
('1235604356.126474', '1235604356.129116')
('1235604356.159732', '1235604356.160371')
('1235604356.193114', '1235604356.191626')
('1235604356.226374', '1235604356.222881')
('1235604356.259752', '1235604356.254136')
('1235604356.293012', '1235604356.293205')
('1235604356.326396', '1235604356.324461')
('1235604356.359654', '1235604356.363529')
('1235604356.393039', '1235604356.394785')
('1235604356.426298', '1235604356.433854')
('1235604356.45968', '1235604356.043164')
('1235604356.492942', '1235604356.496364')
('1235604356.526317', '1235604356.527619')
('1235604356.559573', '1235604356.558874')
('1235604356.592961', '1235604356.597943')
('1235604356.626341', '1235604356.629199')
('1235604356.659598', '1235604356.660454')
('1235604356.692983', '1235604356.691709')
('1235604356.726243', '1235604356.722964')
('1235604356.759629', '1235604356.762033')
('1235604356.79288', '1235604356.81673')
('1235604356.826263', '1235604356.824543')
('1235604356.859516', '1235604356.855798')
('1235604356.892906', '1235604356.894868')
('1235604356.926156', '1235604356.926123')
('1235604356.959538', '1235604356.957378')
('1235604356.992793', '1235604356.996447')
('1235604357.026181', '1235604357.26993')
('1235604357.059435', '1235604357.058957')
('1235604357.092817', '1235604357.94973')
('1235604357.1262', '1235604357.004261')
('1235604357.159461', '1235604357.160537')
('1235604357.192844', '1235604357.191792')
('1235604357.226099', '1235604357.223047')
('1235604357.259479', '1235604357.262116')
('1235604357.29274', '1235604357.027702')
('1235604357.326134', '1235604357.324626')
('1235604357.359378', '1235604357.355881')
('1235604357.39276', '1235604357.39495')
('1235604357.426018', '1235604357.426206')
('1235604357.459402', '1235604357.457461')
('1235604357.492936', '1235604357.488716')
('1235604357.526042', '1235604357.527785')
('1235604357.559297', '1235604357.566854')
('1235604357.59268', '1235604357.058957')
('1235604357.626064', '1235604357.629364')
('1235604357.659319', '1235604357.660619')
('1235604357.69271', '1235604357.066771')
('1235604357.725959', '1235604357.730944')
('1235604357.759343', '1235604357.762199')
('1235604357.792603', '1235604357.793454')
('1235604357.825984', '1235604357.824709')
('1235604357.859239', '1235604357.855964')
('1235604357.892627', '1235604357.895033')
('1235604357.925881', '1235604357.926289')
('1235604357.959265', '1235604357.957544')
('1235604357.992523', '1235604357.988799')
('1235604358.025953', '1235604358.027868')
('1235604358.059154', '1235604358.059123')
('1235604358.092869', '1235604358.090378')
('1235604358.125919', '1235604358.129447')
('1235604358.160068', '1235604358.160702')
('1235604358.192559', '1235604358.191957')
('1235604358.226823', '1235604358.223213')
('1235604358.2592', '1235604358.01224')
('1235604358.292457', '1235604358.293537')
('1235604358.325837', '1235604358.324792')
('1235604358.359098', '1235604358.356047')
('1235604358.392477', '1235604358.395116')
('1235604358.425736', '1235604358.426371')
('1235604358.459118', '1235604358.457627')
('1235604358.492377', '1235604358.488882')
('1235604358.52577', '1235604358.051309')
('1235604358.559017', '1235604358.559206')
('1235604358.592398', '1235604358.590461')
('1235604358.625663', '1235604358.621716')
('1235604358.659044', '1235604358.660785')
('1235604358.692424', '1235604358.699854')
('1235604358.725697', '1235604358.723296')
('1235604358.759065', '1235604358.762365')
('1235604358.792323', '1235604358.785806')
('1235604358.825811', '1235604358.824875')
('1235604358.858963', '1235604358.863944')
('1235604358.892344', '1235604358.895199')
('1235604358.925605', '1235604358.926454')
('1235604358.958986', '1235604358.965523')
('1235604358.992241', '1235604358.988965')
('1235604359.025627', '1235604359.24682')
('1235604359.058883', '1235604359.059289')
('1235604359.092268', '1235604359.92662')
('1235604359.125523', '1235604359.121799')
('1235604359.158909', '1235604359.160868')
('1235604359.192282', '1235604359.192123')
('1235604359.225545', '1235604359.223379')
('1235604359.258925', '1235604359.262448')
('1235604359.292182', '1235604359.293703')
('1235604359.325563', '1235604359.324958')
('1235604359.358823', '1235604359.356213')
('1235604359.392204', '1235604359.395282')
('1235604359.425463', '1235604359.426537')
('1235604359.458842', '1235604359.457793')
('1235604359.492104', '1235604359.489048')
('1235604359.525485', '1235604359.528117')
('1235604359.558742', '1235604359.559372')
('1235604359.592122', '1235604359.590627')
('1235604359.625381', '1235604359.621882')
('1235604359.658765', '1235604359.660951')
('1235604359.692149', '1235604359.692206')
('1235604359.725404', '1235604359.723461')
('1235604359.758787', '1235604359.762531')
('1235604359.792044', '1235604359.793786')
('1235604359.82543', '1235604359.86411')
('1235604359.858684', '1235604359.856296')
('1235604359.892068', '1235604359.895365')
('1235604359.925321', '1235604359.918806')
('1235604359.958709', '1235604359.957875')
('1235604359.991963', '1235604359.996944')
('1235604360.025349', '1235604360.028199')
('1235604360.058605', '1235604360.059455')
('1235604360.092063', '1235604360.098524')
('1235604360.125277', '1235604360.121965')
('1235604360.15863', '1235604360.15322')
('1235604360.192011', '1235604360.192289')
('1235604360.225259', '1235604360.223544')
('1235604360.25864', '1235604360.028199')
('1235604360.291903', '1235604360.293869')
('1235604360.325283', '1235604360.325124')
('1235604360.358546', '1235604360.356379')
('1235604360.391924', '1235604360.395448')
('1235604360.425185', '1235604360.426703')
('1235604360.458566', '1235604360.457958')
('1235604360.491821', '1235604360.489213')
('1235604360.525202', '1235604360.528282')
('1235604360.558462', '1235604360.559538')
('1235604360.591877', '1235604360.590793')
('1235604360.625102', '1235604360.622048')
('1235604360.658481', '1235604360.661117')
('1235604360.691748', '1235604360.692372')
('1235604360.725126', '1235604360.723627')
('1235604360.75851', '1235604360.075082')
('1235604360.79177', '1235604360.77051')
('1235604360.825151', '1235604360.825207')
('1235604360.858407', '1235604360.856462')
('1235604360.891795', '1235604360.895531')
('1235604360.925046', '1235604360.926786')
('1235604360.959402', '1235604360.958041')
('1235604360.991686', '1235604360.989296')
('1235604361.025071', '1235604361.22371')
('1235604361.058327', '1235604361.55189')
('1235604361.091712', '1235604361.090876')
('1235604361.124966', '1235604361.122131')
('1235604361.15835', '1235604361.012738')
('1235604361.19161', '1235604361.020551')
('1235604361.224992', '1235604361.231524')
('1235604361.258374', '1235604361.254965')
('1235604361.291634', '1235604361.294034')
('1235604361.325006', '1235604361.325289')
('1235604361.359278', '1235604361.356545')
('1235604361.391647', '1235604361.395614')
('1235604361.424904', '1235604361.426869')
('1235604361.458286', '1235604361.458124')
('1235604361.491546', '1235604361.489379')
('1235604361.524926', '1235604361.528448')
('1235604361.55819', '1235604361.55189')
('1235604361.591568', '1235604361.590959')
('1235604361.624829', '1235604361.622214')
('1235604361.658209', '1235604361.661283')
('1235604361.691468', '1235604361.692538')
('1235604361.724853', '1235604361.723793')
('1235604361.758307', '1235604361.755048')
('1235604361.791556', '1235604361.794117')
('1235604361.82487', '1235604361.083062')
('1235604361.858134', '1235604361.856628')
('1235604361.891516', '1235604361.887883')
('1235604361.924771', '1235604361.926952')
('1235604361.958156', '1235604361.958207')
('1235604361.991413', '1235604361.989462')
('1235604362.024795', '1235604362.23169')
('1235604362.058047', '1235604362.059786')
('1235604362.09143', '1235604362.7474')
('1235604362.124681', '1235604362.122297')
('1235604362.158068', '1235604362.161366')
('1235604362.191323', '1235604362.192621')
('1235604362.224706', '1235604362.223876')
('1235604362.258083', '1235604362.255131')
('1235604362.291344', '1235604362.286386')
('1235604362.324724', '1235604362.325455')
('1235604362.35798', '1235604362.35671')
('1235604362.391358', '1235604362.387966')
('1235604362.424607', '1235604362.427035')
('1235604362.457988', '1235604362.450476')
('1235604362.491245', '1235604362.489545')
('1235604362.524624', '1235604362.528614')
('1235604362.557882', '1235604362.559869')
('1235604362.591262', '1235604362.591124')
('1235604362.624519', '1235604362.630193')
('1235604362.657899', '1235604362.661448')
('1235604362.691157', '1235604362.692704')
('1235604362.724543', '1235604362.723959')
('1235604362.757922', '1235604362.755214')
('1235604362.791178', '1235604362.794283')
('1235604362.824558', '1235604362.825538')
('1235604362.857818', '1235604362.856793')
('1235604362.891198', '1235604362.888049')
('1235604362.924451', '1235604362.927118')
('1235604362.957837', '1235604362.958373')
('1235604362.991093', '1235604362.989628')
('1235604363.024472', '1235604363.020883')
('1235604363.057732', '1235604363.59129')
('1235604363.091112', '1235604363.091207')
('1235604363.124366', '1235604363.122463')
('1235604363.157753', '1235604363.161531')
('1235604363.191006', '1235604363.192787')
('1235604363.224492', '1235604363.224042')
('1235604363.257642', '1235604363.255297')
('1235604363.291737', '1235604363.294366')
('1235604363.324405', '1235604363.325621')
('1235604363.357664', '1235604363.356876')
('1235604363.391044', '1235604363.388132')
('1235604363.424301', '1235604363.427201')
('1235604363.45768', '1235604363.044325')
('1235604363.490938', '1235604363.489711')
('1235604363.52431', '1235604363.052138')
('1235604363.557568', '1235604363.560035')
('1235604363.590947', '1235604363.583476')
('1235604363.624205', '1235604363.622545')
('1235604363.657583', '1235604363.661614')
('1235604363.690844', '1235604363.692869')
('1235604363.724223', '1235604363.724125')
('1235604363.757482', '1235604363.763194')
('1235604363.79086', '1235604363.81789')
('1235604363.824242', '1235604363.825704')
('1235604363.857497', '1235604363.856959')
('1235604363.890882', '1235604363.888214')
('1235604363.924136', '1235604363.927283')
('1235604363.95752', '1235604363.98198')
('1235604363.990775', '1235604363.989794')
('1235604364.024163', '1235604364.021049')
('1235604364.057414', '1235604364.59927')
('1235604364.09088', '1235604364.005421')
('1235604364.124053', '1235604364.122628')
('1235604364.157433', '1235604364.153883')
('1235604364.190693', '1235604364.192952')
('1235604364.224074', '1235604364.224208')
('1235604364.257329', '1235604364.255463')
('1235604364.290714', '1235604364.294532')
('1235604364.324092', '1235604364.325787')
('1235604364.357351', '1235604364.357042')
('1235604364.39073', '1235604364.37267')
('1235604364.423986', '1235604364.427366')
('1235604364.457366', '1235604364.458622')
('1235604364.490629', '1235604364.489877')
('1235604364.524003', '1235604364.521132')
('1235604364.557266', '1235604364.560201')
('1235604364.590645', '1235604364.591456')
('1235604364.623895', '1235604364.622711')
('1235604364.657273', '1235604364.653966')
('1235604364.69053', '1235604364.067932')
('1235604364.723907', '1235604364.724291')
('1235604364.757167', '1235604364.755546')
('1235604364.790547', '1235604364.786801')
('1235604364.823929', '1235604364.818056')
('1235604364.857182', '1235604364.857125')
('1235604364.890567', '1235604364.896194')
('1235604364.923818', '1235604364.927449')
('1235604364.957203', '1235604364.958704')
('1235604364.990463', '1235604364.989959')
('1235604365.023841', '1235604365.21656')
('1235604365.057093', '1235604365.56818')
('1235604365.090482', '1235604365.89636')
('1235604365.123778', '1235604365.122794')
('1235604365.157118', '1235604365.154049')
('1235604365.190373', '1235604365.193118')
('1235604365.223755', '1235604365.224373')
('1235604365.257012', '1235604365.255629')
('1235604365.290392', '1235604365.286884')
('1235604365.323648', '1235604365.325953')
('1235604365.357031', '1235604365.357208')
('1235604365.390412', '1235604365.388463')
('1235604365.423667', '1235604365.427532')
('1235604365.457049', '1235604365.458787')
('1235604365.490306', '1235604365.490042')
('1235604365.523682', '1235604365.521298')
('1235604365.556942', '1235604365.560367')
('1235604365.590321', '1235604365.591622')
('1235604365.62358', '1235604365.060284')
('1235604365.65696', '1235604365.66976')
('1235604365.690218', '1235604365.693201')
('1235604365.723591', '1235604365.724456')
('1235604365.756848', '1235604365.755712')
('1235604365.790227', '1235604365.786967')
('1235604365.823486', '1235604365.826036')
('1235604365.856865', '1235604365.857291')
('1235604365.89025', '1235604365.89636')
('1235604365.923503', '1235604365.919801')
('1235604365.956886', '1235604365.951056')
('1235604365.990141', '1235604365.990125')
('1235604366.023524', '1235604366.021381')
('1235604366.05678', '1235604366.005753')
('1235604366.090166', '1235604366.90434')
('1235604366.123422', '1235604366.130774')
('1235604366.156807', '1235604366.154215')
('1235604366.190062', '1235604366.193284')
('1235604366.223447', '1235604366.224539')
('1235604366.256704', '1235604366.255795')
('1235604366.290088', '1235604366.294863')
('1235604366.323345', '1235604366.326119')
('1235604366.356729', '1235604366.357374')
('1235604366.39011', '1235604366.037008')
('1235604366.423371', '1235604366.419884')
('1235604366.456757', '1235604366.458953')
('1235604366.490016', '1235604366.490208')
('1235604366.523399', '1235604366.521463')
('1235604366.556657', '1235604366.560532')
('1235604366.590039', '1235604366.591788')
('1235604366.623295', '1235604366.623043')
('1235604366.656681', '1235604366.654298')
('1235604366.689938', '1235604366.693367')
('1235604366.723325', '1235604366.724622')
('1235604366.756587', '1235604366.755877')
('1235604366.78998', '1235604366.80276')
('1235604366.823215', '1235604366.826201')
('1235604366.856592', '1235604366.857457')
('1235604366.889979', '1235604366.888712')
('1235604366.923234', '1235604366.919967')
('1235604366.956617', '1235604366.959036')
('1235604366.989875', '1235604366.990291')
('1235604367.02326', '1235604367.02936')
('1235604367.056517', '1235604367.58414')
('1235604367.089902', '1235604367.091871')
('1235604367.12316', '1235604367.013733')
('1235604367.156546', '1235604367.154381')
('1235604367.189801', '1235604367.185636')
('1235604367.223362', '1235604367.224705')
('1235604367.256442', '1235604367.263774')
('1235604367.289826', '1235604367.287215')
('1235604367.32308', '1235604367.35754')
('1235604367.356464', '1235604367.349726')
('1235604367.389845', '1235604367.388795')
('1235604367.423455', '1235604367.427864')
('1235604367.456484', '1235604367.459119')
('1235604367.489751', '1235604367.490374')
('1235604367.523127', '1235604367.521629')
('1235604367.556517', '1235604367.552885')
('1235604367.589767', '1235604367.591954')
('1235604367.623027', '1235604367.623209')
('1235604367.656407', '1235604367.654464')
('1235604367.690688', '1235604367.693533')
('1235604367.723048', '1235604367.724788')
('1235604367.756588', '1235604367.756043')
('1235604367.789689', '1235604367.787298')
('1235604367.822951', '1235604367.826367')
('1235604367.856331', '1235604367.857622')
('1235604367.889594', '1235604367.888878')
('1235604367.922964', '1235604367.920133')
('1235604367.957234', '1235604367.959202')
('1235604367.989605', '1235604367.990457')
('1235604368.023595', '1235604368.021712')
('1235604368.056245', '1235604368.55305')
('1235604368.090145', '1235604368.092036')
('1235604368.122888', '1235604368.123291')
('1235604368.157158', '1235604368.154547')
('1235604368.189528', '1235604368.185802')
('1235604368.222912', '1235604368.224871')
('1235604368.256169', '1235604368.256126')
('1235604368.289553', '1235604368.287381')
('1235604368.322808', '1235604368.318636')
('1235604368.356192', '1235604368.357705')
('1235604368.389452', '1235604368.388961')
('1235604368.422836', '1235604368.420216')
('1235604368.456217', '1235604368.459285')
('1235604368.489476', '1235604368.482726')
('1235604368.522857', '1235604368.521795')
('1235604368.556121', '1235604368.560864')
('1235604368.589497', '1235604368.592119')
('1235604368.622759', '1235604368.623374')
('1235604368.656141', '1235604368.662443')
('1235604368.689402', '1235604368.685885')
('1235604368.722781', '1235604368.724954')
